  0.106679E-04  0.199117E+08  0.199117E+08  0.265342E+08  0.265342E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.634062E-02
  0.108834E-04  0.199117E+08  0.199117E+08  0.265336E+08  0.265336E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.646870E-02
  0.111032E-04  0.199117E+08  0.199117E+08  0.265330E+08  0.265330E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.659937E-02
  0.113275E-04  0.199117E+08  0.199117E+08  0.265324E+08  0.265323E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.673268E-02
  0.115564E-04  0.199117E+08  0.199117E+08  0.265317E+08  0.265316E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.686868E-02
  0.117898E-04  0.199117E+08  0.199117E+08  0.265310E+08  0.265309E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.700743E-02
  0.120280E-04  0.199117E+08  0.199117E+08  0.265302E+08  0.265302E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472315E+00  0.104688E+08  0.104688E+08  0.714898E-02
  0.122710E-04  0.199117E+08  0.199117E+08  0.265295E+08  0.265294E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.729338E-02
  0.125188E-04  0.199117E+08  0.199117E+08  0.265287E+08  0.265286E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.744071E-02
  0.127717E-04  0.199117E+08  0.199117E+08  0.265278E+08  0.265278E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.759101E-02
  0.130298E-04  0.199117E+08  0.199117E+08  0.265270E+08  0.265269E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.774435E-02
  0.132930E-04  0.199117E+08  0.199117E+08  0.265261E+08  0.265260E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.790078E-02
  0.135615E-04  0.199117E+08  0.199117E+08  0.265251E+08  0.265251E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.806038E-02
  0.138355E-04  0.199117E+08  0.199117E+08  0.265242E+08  0.265241E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.822319E-02
  0.141150E-04  0.199117E+08  0.199117E+08  0.265231E+08  0.265231E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.838930E-02
  0.144001E-04  0.199117E+08  0.199117E+08  0.265221E+08  0.265220E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.855876E-02
  0.146910E-04  0.199117E+08  0.199117E+08  0.265210E+08  0.265209E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.873164E-02
  0.149878E-04  0.199117E+08  0.199117E+08  0.265198E+08  0.265198E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.890801E-02
  0.152906E-04  0.199117E+08  0.199117E+08  0.265187E+08  0.265186E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.908795E-02
  0.155994E-04  0.199117E+08  0.199117E+08  0.265174E+08  0.265174E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.927151E-02
  0.159146E-04  0.199117E+08  0.199117E+08  0.265161E+08  0.265161E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.945879E-02
  0.162361E-04  0.199117E+08  0.199117E+08  0.265148E+08  0.265147E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.964985E-02
  0.165641E-04  0.199117E+08  0.199117E+08  0.265134E+08  0.265133E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.984476E-02
  0.168987E-04  0.199117E+08  0.199117E+08  0.265119E+08  0.265119E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472314E+00  0.104688E+08  0.104688E+08  0.100436E-01
  0.172401E-04  0.199117E+08  0.199117E+08  0.265104E+08  0.265104E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.102465E-01
  0.175883E-04  0.199117E+08  0.199117E+08  0.265089E+08  0.265088E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.104534E-01
  0.179436E-04  0.199117E+08  0.199117E+08  0.265072E+08  0.265071E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.106646E-01
  0.183061E-04  0.199117E+08  0.199117E+08  0.265055E+08  0.265054E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199185E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.108800E-01
  0.186759E-04  0.199117E+08  0.199117E+08  0.265037E+08  0.265037E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.110998E-01
  0.190532E-04  0.199117E+08  0.199117E+08  0.265019E+08  0.265018E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.113239E-01
  0.194381E-04  0.199117E+08  0.199117E+08  0.265000E+08  0.264999E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.115527E-01
  0.198308E-04  0.199117E+08  0.199117E+08  0.264980E+08  0.264979E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.117860E-01
  0.202314E-04  0.199117E+08  0.199117E+08  0.264959E+08  0.264958E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.120241E-01
  0.206401E-04  0.199117E+08  0.199117E+08  0.264937E+08  0.264936E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.122669E-01
  0.210571E-04  0.199117E+08  0.199117E+08  0.264915E+08  0.264914E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472313E+00  0.104688E+08  0.104688E+08  0.125147E-01
  0.214824E-04  0.199117E+08  0.199117E+08  0.264891E+08  0.264890E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472312E+00  0.104688E+08  0.104688E+08  0.127674E-01
  0.219164E-04  0.199117E+08  0.199117E+08  0.264867E+08  0.264866E+08  0.000000E+00  0.199117E+08  0.199117E+08  0.199184E+08 -0.472312E+00  0.104688E+08  0.104688E+08  0.130253E-01
