  0.106679E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.135993E+01
  0.108834E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.138740E+01
  0.111032E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.141543E+01
  0.113275E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.144402E+01
  0.115564E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.147320E+01
  0.117898E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.150296E+01
  0.120280E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.153332E+01
  0.122710E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.156429E+01
  0.125188E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.159589E+01
  0.127717E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.162813E+01
  0.130298E-04  0.530364E+05  0.530364E+05  0.707152E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.166102E+01
  0.132930E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.169458E+01
  0.135615E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.172881E+01
  0.138355E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.176373E+01
  0.141150E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.179936E+01
  0.144001E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.183571E+01
  0.146910E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.187280E+01
  0.149878E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.191063E+01
  0.152906E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.194923E+01
  0.155994E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.198861E+01
  0.159146E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.202878E+01
  0.162361E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.206976E+01
  0.165641E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707151E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.211157E+01
  0.168987E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.215423E+01
  0.172401E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.219775E+01
  0.175883E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.224215E+01
  0.179436E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.228744E+01
  0.183061E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.233365E+01
  0.186759E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.238079E+01
  0.190532E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.242889E+01
  0.194381E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.247795E+01
  0.198308E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.252801E+01
  0.202314E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.257908E+01
  0.206401E-04  0.530364E+05  0.530364E+05  0.707151E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.263118E+01
  0.210571E-04  0.530364E+05  0.530364E+05  0.707150E+05  0.707150E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607655E+00  0.535796E+05  0.535796E+05  0.268434E+01
  0.214824E-04  0.530364E+05  0.530364E+05  0.707150E+05  0.707149E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607654E+00  0.535796E+05  0.535796E+05  0.273856E+01
  0.219164E-04  0.530364E+05  0.530364E+05  0.707150E+05  0.707149E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607654E+00  0.535796E+05  0.535796E+05  0.279389E+01
  0.223591E-04  0.530364E+05  0.530364E+05  0.707150E+05  0.707149E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607654E+00  0.535796E+05  0.535796E+05  0.285033E+01
  0.228108E-04  0.530364E+05  0.530364E+05  0.707150E+05  0.707149E+05  0.000000E+00  0.530364E+05  0.530364E+05  0.602690E+05 -0.607654E+00  0.535796E+05  0.535796E+05  0.290791E+01
