9000 1.1678614 1 0.083930796 24536.725
8996.6851 1.1678614 1 0.083930796 24527.689
8993.3702 1.1678614 1 0.083930796 24518.653
8990.0552 1.1678614 1 0.083930796 24509.616
8986.7403 1.1678614 1 0.083930796 24500.58
8983.4254 1.1678614 1 0.083930796 24491.543
8980.1105 1.1678614 1 0.083930796 24482.507
8976.7956 1.1678614 1 0.083930796 24473.47
8973.4807 1.1678614 1 0.083930796 24464.434
8970.1657 1.1678614 1 0.083930796 24455.397
8966.8508 1.1678614 1 0.083930796 24446.361
8963.5359 1.1678614 1 0.083930796 24437.324
8960.221 1.1678614 1 0.083930796 24428.288
8956.9061 1.1678613 1 0.083930796 24419.251
8953.5912 1.1678613 1 0.083930796 24410.215
8950.2762 1.1678613 1 0.083930796 24401.179
8946.9613 1.1678613 1 0.083930796 24392.142
8943.6464 1.1678613 1 0.083930796 24383.106
8940.3315 1.1678613 1 0.083930796 24374.069
8937.0166 1.1678613 1 0.083930796 24365.033
8933.7017 1.1678613 1 0.083930796 24355.996
8930.3867 1.1678613 1 0.083930796 24346.96
8927.0718 1.1678613 1 0.083930796 24337.923
8923.7569 1.1678613 1 0.083930796 24328.887
8920.442 1.1678613 1 0.083930796 24319.85
8917.1271 1.1678613 1 0.083930796 24310.814
8913.8122 1.1678613 1 0.083930796 24301.777
8910.4972 1.1678613 1 0.083930796 24292.741
8907.1823 1.1678613 1 0.083930796 24283.704
8903.8674 1.1678613 1 0.083930796 24274.668
8900.5525 1.1678613 1 0.083930796 24265.632
8897.2376 1.1678613 1 0.083930796 24256.595
8893.9227 1.1678613 1 0.083930796 24247.559
8890.6077 1.1678613 1 0.083930796 24238.522
8887.2928 1.1678613 1 0.083930796 24229.486
8883.9779 1.1678613 1 0.083930796 24220.449
8880.663 1.1678613 1 0.083930796 24211.413
8877.3481 1.1678613 1 0.083930796 24202.376
8874.0331 1.1678613 1 0.083930796 24193.34
8870.7182 1.1678613 1 0.083930796 24184.303
8867.4033 1.1678613 1 0.083930796 24175.267
8864.0884 1.1678613 1 0.083930796 24166.23
8860.7735 1.1678613 1 0.083930796 24157.194
8857.4586 1.1678613 1 0.083930796 24148.158
8854.1436 1.1678613 1 0.083930796 24139.121
8850.8287 1.1678613 1 0.083930796 24130.085
8847.5138 1.1678613 1 0.083930796 24121.048
8844.1989 1.1678613 1 0.083930796 24112.012
8840.884 1.1678613 1 0.083930796 24102.975
8837.5691 1.1678613 1 0.083930796 24093.939
8834.2541 1.1678613 1 0.083930796 24084.902
8830.9392 1.1678612 1 0.083930796 24075.866
8827.6243 1.1678612 1 0.083930796 24066.829
8824.3094 1.1678612 1 0.083930796 24057.793
8820.9945 1.1678612 1 0.083930796 24048.756
8817.6796 1.1678612 1 0.083930796 24039.72
8814.3646 1.1678612 1 0.083930796 24030.683
8811.0497 1.1678612 1 0.083930796 24021.647
8807.7348 1.1678612 1 0.083930796 24012.611
8804.4199 1.1678612 1 0.083930796 24003.574
8801.105 1.1678612 1 0.083930796 23994.538
8797.7901 1.1678612 1 0.083930796 23985.501
8794.4751 1.1678612 1 0.083930796 23976.465
8791.1602 1.1678612 1 0.083930796 23967.428
8787.8453 1.1678612 1 0.083930796 23958.392
8784.5304 1.1678612 1 0.083930796 23949.355
8781.2155 1.1678612 1 0.083930796 23940.319
8777.9006 1.1678612 1 0.083930796 23931.282
8774.5856 1.1678612 1 0.083930796 23922.246
8771.2707 1.1678612 1 0.083930796 23913.209
8767.9558 1.1678612 1 0.083930796 23904.173
8764.6409 1.1678612 1 0.083930796 23895.137
8761.326 1.1678612 1 0.083930796 23886.1
8758.011 1.1678612 1 0.083930796 23877.064
8754.6961 1.1678612 1 0.083930796 23868.027
8751.3812 1.1678612 1 0.083930796 23858.991
8748.0663 1.1678612 1 0.083930796 23849.954
8744.7514 1.1678612 1 0.083930796 23840.918
8741.4365 1.1678611 1 0.083930796 23831.881
8738.1215 1.1678611 1 0.083930796 23822.845
